TITLE,SECTION,SUB,CLS,CAT,DEG,FULL LAW DESCRIPTION,UCR DESCRIPTION,UCR CODE,IBR CODE
PL,200.04,02,B,F,1,"Bribery 1st - Confer Benefit Greater than $100,000 on a Public Servant",Bribery,21,510
PL,200.10,,D,F,3,Bribe Receiving in the 3rd Degree - Public Servant Accepts Benefit,Bribery,21,510
PL,200.11,,C,F,2,Bribe Receiving 2nd Degree - Public Servant Accepts Benefit > $5000,Bribery,21,510
PL,200.12,,B,F,1,Bribe Receiving in the First Degree,Bribery,21,510
PL,200.12,01,B,F,1,Bribe Receiving 1 - Accept Benefit to Inv/Pros Class A Drug Crime,Bribery,21,510
PL,200.12,02,B,F,1,"Bribe Receiving 1st -Public Servant Accepts Benefit >$100,000",Bribery,21,510
PL,200.20,,E,F,2,Rewarding Offensive Misconduct-2nd Degree,Bribery,21,510
PL,200.22,,C,F,1,Rewarding Offensive Misconduct-1st Degree,Bribery,21,510
PL,200.25,,E,F,2,Receiving Reward Official Misconduct-2nd Degree,Bribery,21,510
PL,200.27,,C,F,1,Receive Reward For Official Misconduct-1st Degree,Bribery,21,510
PL,200.30,,A,M,0,Giving Unlawful Gratuities,Bribery,21,510
PL,200.35,,A,M,0,Receiving Unlawful Gratuities,Bribery,21,510
PL,200.45,,D,F,0,Giving Bribe For Public Office,Bribery,21,510
PL,200.50,,D,F,0,Taking Bribe For Public Office,Bribery,21,510
PL,200.55,,D,F,0,Impairing The Integrity Of A Government Licensing Examination,Fraud,31,26A
PL,200.55,01,D,F,0,Impair The Integrity Of A Gov't Licensing Exam-Alter Applicant's Grade,Forgery&Counterfeiting,24,250
PL,200.55,02,D,F,0,Impair Integrity Gov Licensing Exam-Cause False Grade To Be Registered,Forgery&Counterfeiting,24,250
PL,200.55,03,D,F,0,Impair Integrity Of Gov't Licensing Exam-Provide Answers To Questions,Fraud,31,26A
PL,200.55,04,D,F,0,Impair Integrity Govt Lic Exam-Wrongfully Provide Copy Current Test,Fraud,31,26A
PL,200.56,,E,F,0,Corrupt Use of Position or Authority,Bribery,21,510
PL,200.56,01,E,F,0,Corruptly Use Political Action While Holding Office/Seeking Nomination,Bribery,21,510
PL,200.56,02,E,F,0,Corrupt Use of Political Action by Public Officer/Employee,Bribery,21,510
PL,200.56,03,E,F,0,Corruptly Offer/Accept Appointment/Nomination Upon Payment,Bribery,21,510
PL,200.56,04,E,F,0,Corruptly Make Gift on Condition of Appointment/Employment,Bribery,21,510
PL,205.05,,A,M,3,Escape-3rd Degree,All Other Offenses (Except Traffic),43,90Z
PL,205.10,,E,F,2,Escape-2nd Degree,All Other Offenses (Except Traffic),43,90Z
PL,205.10,01,E,F,2,Escape-2nd:From Detention Facility,All Other Offenses (Except Traffic),43,90Z
PL,205.10,02,E,F,2,Escape-2nd:Jail/Custody Arrest Or Conviction C/D/E Felony,All Other Offenses (Except Traffic),43,90Z
PL,205.10,03,E,F,2,Escape-2nd:Youthful Offender From Custody,All Other Offenses (Except Traffic),43,90Z
PL,205.15,,D,F,1,Escape-1st Degree,All Other Offenses (Except Traffic),43,90Z
PL,205.15,01,D,F,1,Escape-1st:After Felony Arrest Or Conviction,All Other Offenses (Except Traffic),43,90Z
PL,205.15,02,D,F,1,Escape-1st:Jail/Custody Arrest Or Conviction A/B Felony,All Other Offenses (Except Traffic),43,90Z
PL,205.15,03,D,F,1,Escape-1st Degree: Youthful Offender From Detention Facility,All Other Offenses (Except Traffic),43,90Z
PL,205.16,,A,M,2,Absconding From Temporary Release-2nd Degree,All Other Offenses (Except Traffic),43,90Z
PL,205.17,,E,F,1,Absconding From Temporary Release-1st Degree,All Other Offenses (Except Traffic),43,90Z
PL,205.18,,A,M,0,Absconding From Furlough Program,All Other Offenses (Except Traffic),43,90Z
PL,205.19,,E,F,0,Absconding From A Community Treatment Facility,All Other Offenses (Except Traffic),43,90Z
PL,205.20,,A,M,2,Promoting Contraband To Prisoners-2nd Degree,All Other Offenses (Except Traffic),43,90Z
PL,205.20,01,A,M,2,Introducing Contraband Into Prison-2nd Degree,All Other Offenses (Except Traffic),43,90Z
PL,205.20,02,A,M,2,Possession Of Contraband In Prison-2nd Degree,All Other Offenses (Except Traffic),43,90Z
PL,205.25,,D,F,1,Promoting Prison Contraband-1st Degree,All Other Offenses (Except Traffic),43,90Z
PL,205.25,01,D,F,1,Knowingly Introduces Dangerous Contraband Into Prison-1st Degree,All Other Offenses (Except Traffic),43,90Z
PL,205.25,02,D,F,1,Knowingly Make/Possess Dangerous Contraband In Prison-1st Degree,All Other Offenses (Except Traffic),43,90Z
PL,205.30,,A,M,0,Resisting Arrest,Simple Assault,37,90Z
PL,205.55,,A,M,3,Hindering Prosecution-3rd Degree,All Other Offenses (Except Traffic),43,90Z
PL,205.60,,E,F,2,Hindering Prosecution-2nd Degree,All Other Offenses (Except Traffic),43,90Z
PL,205.65,,D,F,1,Hindering Prosecution-1st Degree,All Other Offenses (Except Traffic),43,90Z
PL,210.05,,A,M,3,Perjury-3rd Degree,All Other Offenses (Except Traffic),43,90Z
PL,210.10,,E,F,2,Perjury-2nd Degree,All Other Offenses (Except Traffic),43,90Z
PL,210.15,,D,F,1,Perjury-1st Degree,All Other Offenses (Except Traffic),43,90Z
PL,210.35,,A,M,2,False Sworn Statement-2nd Degree,All Other Offenses (Except Traffic),43,90Z
PL,210.40,,E,F,1,False Sworn Statement-1st Degree,All Other Offenses (Except Traffic),43,90Z
PL,210.45,,A,M,0,False Written Statement,All Other Offenses (Except Traffic),43,90Z
PL,215.00,,D,F,0,Bribing A Witness,Bribery,21,510
PL,215.00,0A,D,F,0,Bribe A Witness To Influence His Testimony,Bribery,21,510
PL,215.00,0B,D,F,0,Bribe A Witness To Avoid Appearing Or Testifying At Proceeding,Bribery,21,510
PL,215.05,,D,F,0,Witness Receiving Bribe,Bribery,21,510
PL,215.05,0A,D,F,0,Witness Receive Bribe To Influence Testimony,Bribery,21,510
PL,215.05,0B,D,F,0,Witness Receive Bribe To Avoid Appearing Or Testifying At Proceeding,Bribery,21,510
PL,215.10,,A,M,4,Tampering With A Witness-4th Degree,All Other Offenses (Except Traffic),43,90Z
PL,215.10,0A,A,M,4,Tamper With Witness 4th:Induce Him To Not Appear/Testify At Proceeding,All Other Offenses (Except Traffic),43,90Z
PL,215.10,0B,A,M,4,Tamper With Witness-4:Practice Fraud/Deceit To Influence His Testimony,All Other Offenses (Except Traffic),43,90Z
PL,215.11,,E,F,3,Tampering With A Witness-3rd Degree,Coercion,29,13C
PL,215.11,01,E,F,3,Tampering With A Witness-3rd: Prevent Testimony -Fear of Injury,Coercion,29,13C
PL,215.11,02,E,F,3,Tamper With Witness-3rd Degree: Compel False Testimony- Fear Of Injury,Coercion,29,13C
PL,215.12,,D,F,2,Tampering With A Witness-2nd Degree,Simple Assault,37,13B
PL,215.12,01,D,F,2,Tampering With A Witness-2nd: Cause Injury To Prevent Testimony,Simple Assault,37,13B
PL,215.12,02,D,F,2,Tampering With Witness-2nd:Cause Injury On Account of Having Testified,Simple Assault,37,13B
PL,215.13,,B,F,1,Tampering With A Witness-1st Degree,Aggravated Assault,6,13A
PL,215.13,01,B,F,1,Tampering With Witness-1st:Cause Serious Injury To Prevent Testimony,Aggravated Assault,6,13A
PL,215.13,02,B,F,1,Tamper Witness-1st:Cause Serious Injury On Account of Having Testified,Aggravated Assault,6,13A
PL,215.14,,B,M,0,Employer Unlawful Penalizing Witness Or Victim,All Other Offenses (Except Traffic),43,90Z
PL,215.15,,E,F,3,Intimidating Victim Or Witness-3rd Degree,Coercion,29,13C
PL,215.15,01,E,F,3,Intimidating A Victim Or Witness-3rd-Instilling Fear/Injury,Coercion,29,13C
PL,215.15,02,E,F,3,Intimidating A Victim Or Witness-3rd-Intent To Damage Property,Coercion,29,13C
PL,215.16,,D,F,2,Intimidating A Victim/Witness-2nd Degree,Simple Assault,37,13B
PL,215.16,01,D,F,2,Intimidating A Victim/Witness-2nd:Causes Physical Injury,Simple Assault,37,13B
PL,215.16,02,D,F,2,Intimidating A Victim/Witness-2nd:Cause Physical Injury,Simple Assault,37,13B
PL,215.16,03,D,F,2,Intimidating Victim/Witness-2nd:Recklessly Injure By Damaging Property,Simple Assault,37,13B
PL,215.17,,B,F,1,Intimidating A Victim/Witness-1st Degree,Aggravated Assault,6,13A
PL,215.17,01,B,F,1,Intimidating A Victim/Witness-1st:Causes Serious Physical Injury,Aggravated Assault,6,13A
PL,215.17,02,B,F,1,Intimidating Victim/Witness-1st:Causes Serious Physical Injury,Aggravated Assault,6,13A
PL,215.19,,D,F,0,Bribing A Juror,Bribery,21,510
PL,215.20,,D,F,0,Juror Receiving Bribe,Bribery,21,510
PL,215.22,,A,M,0,Providing A Juror With A Gratuity,Bribery,21,510
PL,215.23,,B,M,2,Tampering With A Juror-2nd Degree,Bribery,21,510
PL,215.23,01,B,M,2,Tampering With A Juror-2nd:Offer Bribe,Bribery,21,510
PL,215.23,02,B,M,2,Tampering With A Juror-2nd:Accepts Bribe,Bribery,21,510
PL,215.25,,A,M,1,Tampering With A Juror-1st Degree,Bribery,21,510
PL,215.28,,,V,2,Misconduct By A Juror-2nd Degree,Bribery,21,510
PL,215.30,,A,M,1,Misconduct By A Juror-1st Degree,Bribery,21,510
PL,215.40,,E,F,0,Tamper With Physical Evidence,All Other Offenses (Except Traffic),43,90Z
PL,215.40,01,E,F,0,Tampering With Physical Evidence:Producing False Evidence,All Other Offenses (Except Traffic),43,26A
PL,215.40,02,E,F,0,Tampering With Physical Evidence:Conceal/Destroy,All Other Offenses (Except Traffic),43,90Z
PL,215.45,,A,M,0,Compounding A Crime,Bribery,21,510
PL,215.45,01,A,M,0,Compounding A Crime,Bribery,21,510
PL,215.45,01A,A,M,0,Compounding Crime-Accepts Benefit To Refrain Prosecution,Bribery,21,510
PL,215.45,01B,A,M,0,Compounding Crime-Offers Benefit To Refrain Prosecution,Bribery,21,510
PL,215.50,,A,M,2,Criminal Contempt-2nd Degree,All Other Offenses (Except Traffic),43,90Z
PL,215.50,01,A,M,2,Criminal Contempt-2nd:Disorderly Behavior,All Other Offenses (Except Traffic),43,90Z
PL,215.50,02,A,M,2,Criminal Contempt-2nd:Disturb Court,All Other Offenses (Except Traffic),43,90Z
PL,215.50,03,A,M,2,Criminal Contempt-2nd:Disobey Court,All Other Offenses (Except Traffic),43,90Z
PL,215.50,04,A,M,2,Criminal Contempt-2nd:Refuse Oath,All Other Offenses (Except Traffic),43,90Z
PL,215.50,05,A,M,2,Criminal Contempt-2nd:False Report,All Other Offenses (Except Traffic),43,90Z
PL,215.50,06,A,M,2,Criminal Contempt-2nd:Disobey Court,All Other Offenses (Except Traffic),43,90Z
PL,215.50,07,A,M,2,Criminal Contempt-2nd:Misconduct,All Other Offenses (Except Traffic),43,90Z
PL,215.51,,E,F,1,Criminal Contempt-1st Degree,Simple Assault,37,13C
PL,215.51,A,E,F,1,Criminal Contempt-1st:Refuse To Testify Grand Jury,All Other Offenses (Except Traffic),43,90Z
PL,215.51,B,E,F,1,Criminal Contempt-1st Degree: Violate Order of Protection,Simple Assault,37,13C
PL,215.51,BI,E,F,1,Criminal Contempt-1st Deg:Violate Order Of Protection- Weapon/Threats,Aggravated Assault,6,13A
PL,215.51,BII,E,F,1,Criminal Contempt-1st Deg: Violate Order Of Protection- Follow Person,Simple Assault,37,13C
PL,215.51,BIII,E,F,1,Criminal Contempt-1st:Violate Order Protection- Communicates w/ Person,Simple Assault,37,13C
PL,215.51,BIV,E,F,1,Criminal Contempt-1st:Viol Order Of Protection- Telephones Person,Simple Assault,37,13C
PL,215.51,BV,E,F,1,Criminal Contempt-1st:Violate Order Of Protection- Physical Contact,Simple Assault,37,13B
PL,215.51,BVI,E,F,1,Criminal Contempt-1st:Violate Order Of Protection- Physical Menace,Simple Assault,37,13C
PL,215.51,C,E,F,1,Crim Contempt-1: Viol PL215.50(3)-Prior Conv Agg/Crim Cont W/in 5 Yrs,Simple Assault,37,13C
PL,215.51,D,E,F,1,Criminal Contempt-1st:Violate Order of Protection-Damage Property>$250,Criminal Mischief,30,290
PL,215.52,,D,F,0,Aggravated Criminal Contempt,Simple Assault,37,13B
PL,215.52,01,D,F,0,Aggravated Crim Contempt:Viol Order Protection-Cause Physical Injury,Simple Assault,37,13B
PL,215.52,02,D,F,0,Aggravated Crim Contempt:Commit PL215.51 B/D And Prev Convict PL215.52,Simple Assault,37,13B
PL,215.52,03,D,F,0,Agg Crim Contempt:Commit Specified PL215.51 Offense&Prev Conv Pl215.51,Simple Assault,37,13B
PL,215.55,,A,M,3,Bail Jumping-3rd Degree,All Other Offenses (Except Traffic),43,90Z
PL,215.56,,E,F,2,Bail Jumping-2nd Degree,All Other Offenses (Except Traffic),43,90Z
PL,215.57,,D,F,1,Bail Jumping-1st Degree,All Other Offenses (Except Traffic),43,90Z
PL,215.58,,,V,0,Failure To Respond To An Appearance Ticket,All Other Offenses (Except Traffic),43,90Z
PL,215.60,,A,M,0,Criminal Contempt Of Legislature,All Other Offenses (Except Traffic),43,90Z
PL,215.60,01,A,M,0,Criminal Contempt Of Legislature:Refusing To Attend,All Other Offenses (Except Traffic),43,90Z
PL,215.60,02,A,M,0,Criminal Contempt Of Legislature:Refusing To Take Oath,All Other Offenses (Except Traffic),43,90Z
PL,215.60,03,A,M,0,Criminal Contempt Of Legislature:Refuse Answer Question,All Other Offenses (Except Traffic),43,90Z
PL,215.60,04,A,M,0,Criminal Contempt Of Legislature:Refuse-Produce Document,All Other Offenses (Except Traffic),43,90Z
PL,215.65,,A,M,0,Criminal Contempt Temp State Commission,All Other Offenses (Except Traffic),43,90Z
PL,215.66,,A,M,0,Criminal Contempt Of Commission On Judicial Conduct,All Other Offenses (Except Traffic),43,90Z
PL,215.70,,E,F,0,Unlawful Grand Jury Disclosure,All Other Offenses (Except Traffic),43,90Z
PL,215.75,,B,M,0,Unlawful Disclosure Indictment,All Other Offenses (Except Traffic),43,90Z
PL,215.80,,A,M,0,Unlawful Disposition Of Assets Subject To Forfeiture,All Other Offenses (Except Traffic),43,90Z
PL,220.03,,A,M,7,Criminal Possession Controlled Substance- 7th Degree,Controlled Substance Possession: Other,19,35A
PL,220.06,,D,F,5,Criminal Possession Controlled Substance- 5th Degree,Controlled Substance Possession: Other,19,35A
PL,220.06,01,D,F,5,Criminal Possession Controlled Substance-5th:Intent To Sell,Controlled Substance Possession: Other,19,35A
PL,220.06,02,D,F,5,Criminal Possession Controlled Sub-5th:Narc,Controlled Substance Possession: Other,19,35A
PL,220.06,03,D,F,5,Criminal Possession Controlled Substance- 5th Degree,Controlled Substance Possession: Other,19,35A
PL,220.06,04,D,F,5,Criminal Possession Controlled Substance- 5th Degree,Controlled Substance Possession: Marijuana,17,35A
PL,220.06,05,D,F,5,Criminal Possession Controlled Substance -5th:Cocaine 500 Milligrams,"Controlled Substance Possession: Opium, Cocaine, or Derivatives",16,35A
PL,220.06,06,D,F,5,Criminal Possession Controlled Substance-5th:Ketamine 1000 Milligram,Controlled Substance Possession: Synthetic Narcotics,18,35A
PL,220.06,07,D,F,5,Criminal Possession Controlled Substance-5th:Ketamine-Prior Conviction,Controlled Substance Possession: Synthetic Narcotics,18,35A
PL,220.06,08,D,F,5,Criminal Possession Controlled Substance-5th:Gamma Hydroxybutyric Acid,Controlled Substance Possession: Synthetic Narcotics,18,35A
PL,220.09,,C,F,4,Criminal Possession Controlled Substance- 4th Degree,Controlled Substance Possession: Other,19,35A
PL,220.09,01,C,F,4,Criminal Possession Narcotic Drug-4th Degree,Controlled Substance Possession: Other,19,35A
PL,220.09,02,C,F,4,Criminal Possession Controlled Substance-4th Degree:Methamphetamine,Controlled Substance Possession: Synthetic Narcotics,18,35A
PL,220.09,03,C,F,4,Criminal Possession Controlled Sub-4th:Narc,Controlled Substance Possession: Other,19,35A
PL,220.09,04,C,F,4,Criminal Possession Controlled Substance-4th:Stimulants,Controlled Substance Possession: Other,19,35A
PL,220.09,05,C,F,4,Criminal Possession Controlled Substance- 4th Degree: LSD,Controlled Substance Possession: Synthetic Narcotics,18,35A
PL,220.09,06,C,F,4,Criminal Possession Controlled Substance-4th:Hallucinogen,Controlled Substance Possession: Other,19,35A
PL,220.09,07,C,F,4,Criminal Possession Controlled Substance-4th:Hallucinogen,Controlled Substance Possession: Other,19,35A
PL,220.09,08,C,F,4,Criminal Possession Controlled Substance-4th:Dangerous Depressant,Controlled Substance Possession: Other,19,35A
PL,220.09,09,C,F,4,Criminal Possession Controlled Substance-4th:2lb Depressant,Controlled Substance Possession: Other,19,35A
PL,220.09,10,C,F,4,Criminal Possession Controlled Substance-4th:1 Oz Or More Of Cannabis,Controlled Substance Possession: Other,19,35A
PL,220.09,11,C,F,4,Criminal Possession Controlled Substance-4th:250 Milgrm Phencyclidine,Controlled Substance Possession: Other,19,35A
PL,220.09,12,C,F,4,Criminal Possession Controlled Substance-4th:360 Milgrm Methadone,Controlled Substance Possession: Synthetic Narcotics,18,35A
PL,220.09,13,C,F,4,Criminal Possession Controlled Substance-4th: 50 Milgrm Phencyclidine,Controlled Substance Possession: Other,19,35A
PL,220.09,14,C,F,4,Criminal Possession Controlled Substance-4th:Ketamine 4000 Milligram,Controlled Substance Possession: Synthetic Narcotics,18,35A
PL,220.09,15,C,F,4,Criminal Possession Controlled Substance-4th:Gamma Hydroxybutyric Acid,Controlled Substance Possession: Synthetic Narcotics,18,35A
PL,220.16,,B,F,3,Criminal Possession Controlled Substance-3rd Degree,Controlled Substance Possession: Other,19,35A
PL,220.16,01,B,F,3,Criminal Possession Contr Sub-3rd:Narc Drug Intent To Sell,Controlled Substance Possession: Other,19,35A
PL,220.16,02,B,F,3,Criminal Possession Controlled Substance-3rd:Intent To Sell Prior Conv,Controlled Substance Possession: Other,19,35A
PL,220.16,03,B,F,3,Criminal Possession Controlled Substance-3rd:Stimulant Intent To Sell,Controlled Substance Possession: Other,19,35A
PL,220.16,04,B,F,3,Criminal Possession Controlled Substance-3rd:LSD Intent To Sell,Controlled Substance Possession: Synthetic Narcotics,18,35A
PL,220.16,05,B,F,3,Crim Poss Controlled Substance-3rd:Hallucinogen 25 Milgrm,Controlled Substance Possession: Other,19,35A
PL,220.16,06,B,F,3,Crim Poss Controlled Sub/ Intent To Sell- 3rd:Hallucinogen-1 Gram/More,Controlled Substance Possession: Other,19,35A
PL,220.16,07,B,F,3,Crim Possession Controlled Substance-3rd:1/8 oz Meth-Intent To Sell,Controlled Substance Possession: Synthetic Narcotics,18,35A
PL,220.16,08,B,F,3,Criminal Possession Controlled Substance-3rd:Stimulant,Controlled Substance Possession: Other,19,35A
PL,220.16,09,B,F,3,Criminal Possession Controlled Substance-3rd: LSD-5 Milligrams or More,Controlled Substance Possession: Synthetic Narcotics,18,35A
PL,220.16,10,B,F,3,Crim Poss Controlled Substance-3rd:Hallucinogen 125 Milligram Or More,Controlled Substance Possession: Other,19,35A
PL,220.16,11,B,F,3,Criminal Possession Controlled Substance-3rd:Hallucinogen,Controlled Substance Possession: Other,19,35A
PL,220.16,12,B,F,3,Criminal Possession Controlled Substance/Narcotic,Controlled Substance Possession: Other,19,35A
PL,220.16,13,B,F,3,Crim Poss Controlled Substance-3rd:Phencyclidine-1250 Milligram OrMore,Controlled Substance Possession: Other,19,35A
PL,220.18,,A,F,2,Criminal Possession Controlled Substance-2nd Degree,Controlled Substance Possession: Other,19,35A
PL,220.18,01,A,F,2,Crim Possession Controlled Substance-2nd: Narcotic Drug 4 Ozs Or More,Controlled Substance Possession: Other,19,35A
PL,220.18,02,A,F,2,Criminal Possession Controlled Substance-2nd:Methamphetamine,Controlled Substance Possession: Synthetic Narcotics,18,35A
PL,220.18,03,A,F,2,Criminal Possession Controlled Substance-2nd:10 Grams Stimulant,Controlled Substance Possession: Other,19,35A
PL,220.18,04,A,F,2,Criminal Possession Controlled Substance-2nd:LSD-25 Milligrams or More,Controlled Substance Possession: Synthetic Narcotics,18,35A
PL,220.18,05,A,F,2,Crim Poss Controlled Substance-2nd:Hallucinogen 625 Milligram,Controlled Substance Possession: Other,19,35A
PL,220.18,06,A,F,2,Criminal Possession Controlled Substance-2nd:Hallucinogen,Controlled Substance Possession: Other,19,35A
PL,220.18,07,A,F,2,Crim Possession Controlled Substance-2nd:Methadone-2880 Milligram/More,Controlled Substance Possession: Synthetic Narcotics,18,35A
PL,220.21,,A,F,1,Criminal Possession Controlled Substance -1st Degree,Controlled Substance Possession: Other,19,35A
PL,220.21,01,A,F,1,Crim Possession Controlled Substance-1st: Narcotic Drug 8 Ozs Or More,Controlled Substance Possession: Other,19,35A
PL,220.21,02,A,F,1,Criminal Possession Controlled Substance-1st:5760 Milligrams Methadone,Controlled Substance Possession: Synthetic Narcotics,18,35A
PL,220.28,,E,F,0,Use Of A Child To Commit A Controlled Substance Offense,Controlled Substance Sale: Other,15,35A
PL,220.28,01,E,F,0,Use Of A Child < 16 Years Old To Commit A Controlled Substance Offense,Controlled Substance Sale: Other,15,35A
PL,220.31,,D,F,5,Criminal Sale Controlled Substance-5th Degree,Controlled Substance Sale: Other,15,35A
PL,220.34,,C,F,4,Criminal Sale Controlled Substance-4th Degree,Controlled Substance Sale: Other,15,35A
PL,220.34,01,C,F,4,Criminal Sale Controlled Substance-4th:Narcotic Preparation,Controlled Substance Sale: Other,15,35A
PL,220.34,02,C,F,4,Criminal Sale Controlled Substance-4th:10 Oz Depressant,Controlled Substance Sale: Other,15,35A
PL,220.34,03,C,F,4,Criminal Sale Controlled Substance-4th:Concentrated Cannabis,Controlled Substance Sale: Other,15,35A
PL,220.34,04,C,F,4,Crim Sale Controlled Substance-4th:Phencyclidine-50 Milligrams Or More,Controlled Substance Sale: Synthetic Narcotics,14,35A
PL,220.34,05,C,F,4,Criminal Sale Controlled Substance-4th:Methadone,Controlled Substance Sale: Synthetic Narcotics,14,35A
PL,220.34,06,C,F,4,CSCS-4th:Sells Any Amount Of Phencyclidine With Prior Conviction,Controlled Substance Sale: Synthetic Narcotics,14,35A
PL,220.34,06A,C,F,4,Criminal Sale Controlled Substance-4th:Ketamine 4000 Milligram,Controlled Substance Sale: Synthetic Narcotics,14,35A
PL,220.34,07,C,F,4,Criminal Sale Controlled Substance 4th Deg: Sold On School Grounds/Bus,"Controlled Substance Sale: Opium, Cocaine, or Derivatives",12,35A
PL,220.34,08,C,F,4,Criminal Sale Controlled Substance 4th:Day Care /Educational Facility,Controlled Substance Sale: Other,15,35A
PL,220.34,09,C,F,4,Criminal Sale Controlled Substance-4th:Gamma Hydroxybutyric Acid,Controlled Substance Sale: Synthetic Narcotics,14,35A
PL,220.39,,B,F,3,Criminal Sale Controlled Substance-3rd Degree,Controlled Substance Sale: Other,15,35A
PL,220.39,01,B,F,3,Criminal Sale Controlled Substance-3rd:Narcotic Drug,Controlled Substance Sale: Other,15,35A
PL,220.39,02,B,F,3,Criminal Sale Controlled Substance-3rd:Stimulant/Hallucinogen/LSD,Controlled Substance Sale: Other,15,35A
PL,220.39,03,B,F,3,Criminal Sale Controlled Substance-3rd:1 Gram Stimulant,Controlled Substance Sale: Other,15,35A
PL,220.39,04,B,F,3,Criminal Sale Controlled Substance-3rd:LSD - 1 Milligram or More,Controlled Substance Sale: Synthetic Narcotics,14,35A
PL,220.39,05,B,F,3,Criminal Sale Controlled Substance-3rd:25 Milligrams Hallucinogen,Controlled Substance Sale: Other,15,35A
PL,220.39,06,B,F,3,Criminal Sale Controlled Substance-3rd:Hallucinogenic Substance,Controlled Substance Sale: Other,15,35A
PL,220.39,07,B,F,3,Crim Sale Controlled Substance-3rd: Methamphetamine 1/8 oz Or More,Controlled Substance Sale: Synthetic Narcotics,14,35A
PL,220.39,08,B,F,3,Crim Sale Controlled Substance-3rd:Phencyclidine-250 Milligrams orMore,Controlled Substance Sale: Synthetic Narcotics,14,35A
PL,220.39,09,B,F,3,Criminal Sale Controlled Substance-3rd:Narcotic To Person Under 21,Controlled Substance Sale: Other,15,35A
PL,220.41,,A,F,2,Criminal Sale Of A Controlled Substance In The Second Degree,Controlled Substance Sale: Other,15,35A
PL,220.41,01,A,F,2,Criminal Sale Controlled Substance 2nd: 1/2 Oz Or More Narcotic Drug,Controlled Substance Sale: Other,15,35A
PL,220.41,02,A,F,2,Criminal Sale Controlled Substance 2nd: 1/2 Oz Or More Methamphetamine,Controlled Substance Sale: Synthetic Narcotics,14,35A
PL,220.41,03,A,F,2,Criminal Sale Controlled Substance 2nd: 5 Grams Or More Stimulant,Controlled Substance Sale: Other,15,35A
PL,220.41,04,A,F,2,Criminal Sale Controlled Substance 2nd: 5 Milligrams Or More Lsd,Controlled Substance Sale: Synthetic Narcotics,14,35A
PL,220.41,05,A,F,2,Criminal Sale Controlled Substance 2nd: 125 MG Or More Hallucinogen,Controlled Substance Sale: Other,15,35A
PL,220.41,06,A,F,2,Criminal Sale Controlled Substance 2nd: 5 G Or More Hallucinogenic Sub,Controlled Substance Sale: Other,15,35A
PL,220.41,07,A,F,2,Criminal Sale Controlled Substance 2nd: 360 MG Or More Methadone,Controlled Substance Sale: Synthetic Narcotics,14,35A
PL,220.43,,A,F,1,Criminal Sale Controlled Substance-1st Degree,Controlled Substance Sale: Other,15,35A
PL,220.43,01,A,F,1,Criminal Sale Controlled Substance-1st:2 Oz Narcotic Drug,Controlled Substance Sale: Other,15,35A
PL,220.43,02,A,F,1,Criminal Sale Controlled Substance-1st:2880 Milligrams Methadone,Controlled Substance Sale: Synthetic Narcotics,14,35A
PL,220.44,,B,F,0,Crim Sale Controlled Substance In/Near School Grounds Or On School Bus,"Controlled Substance Sale: Opium, Cocaine, or Derivatives",12,35A
PL,220.44,01,B,F,0,Crim Sale Controll Substance: Violation PL220.34 On School Grounds/bus,"Controlled Substance Sale: Opium, Cocaine, or Derivatives",12,35A
PL,220.44,02,B,F,0,Crim Sale Controll Substance: Violation PL220.39 On School Grounds/bus,"Controlled Substance Sale: Opium, Cocaine, or Derivatives",12,35A
PL,220.44,03,B,F,0,Crim Sale Contr Substance in Violation PL 220.34- At Day Care Facility,"Controlled Substance Sale: Opium, Cocaine, or Derivatives",12,35A
PL,220.44,04,B,F,0,Crim Sale Contr Substance in Violation PL 220.39- At Day Care Facility,"Controlled Substance Sale: Opium, Cocaine, or Derivatives",12,35A
PL,220.45,,A,M,0,Possession Hypodermic Instrument,All Other Offenses (Except Traffic),43,35B
PL,220.46,,E,F,0,Criminal Injection Narcotic Drug,Controlled Substance Possession: Other,19,35A
PL,220.48,,B,F,0,Crim Sale Controlled Substance To Child/Def>21 Sell To Child Under 17,Controlled Substance Sale: Other,15,35A
PL,220.50,,A,M,2,Criminal Use Drug Paraphernalia-2nd Degree,All Other Offenses (Except Traffic),43,35B
PL,220.50,01,A,M,2,Criminal Use Drug Paraphernalia-2nd:Dilutents,All Other Offenses (Except Traffic),43,35B
PL,220.50,02,A,M,2,Criminal Use Drug Paraphernalia-2nd:Package,All Other Offenses (Except Traffic),43,35B
PL,220.50,03,A,M,2,Criminal Use Drug Paraphernalia-2nd:Scales,All Other Offenses (Except Traffic),43,35B
PL,220.55,,D,F,1,Criminal Use Drug Paraphernalia -1st Degree,All Other Offenses (Except Traffic),43,35B
PL,220.60,,E,F,0,Criminal Possession Precursors Controlled Substance,Controlled Substance Possession: Other,19,35B
PL,220.65,,C,F,0,CRIM SALE PRESCRIPTION/CONTROLLED SUBSTANCE BY PRACTITIONER/PHARMACIST,Controlled Substance Sale: Other,15,35A
PL,220.65,01,C,F,0,PRACTITIONER/PHARMACIST UNLAWFULLY SELLS PRESCRIP FOR CONTROLLED SUB,Controlled Substance Sale: Other,15,35A
PL,220.65,02,C,F,0,PRACTITIONER/PHARMACIST UNLAWFULLY SELLS A CONTROLLED SUBSTANCE,Controlled Substance Sale: Other,15,35A
